engine_id,cylinder,n_cylinders,mV_0,mV_1,mV_2,mV_3,mV_4,mV_5,mV_6,mV_7,mV_8,mV_9,mV_10,mV_11,mV_12,mV_13,mV_14,mV_15,mV_16,mV_17,mV_18,mV_19,mV_20
train_0081,3,12,40.186,40.05,38.761,40.599,36.268,26.737,45.048,53.573,54.386,54.239,50.947,47.596,44.17,42.574,41.351,41.529,,45.418,45.901,46.317,46.368
train_0081,4,12,36.127,31.106,24.958,28.851,38.118,45.786,51.809,56.056,57.281,57.066,50.789,42.536,35.349,,26.475,26.825,30.288,,35.133,35.115,35.045
train_0081,5,12,16.553,18.003,19.187,20.792,22.42,24.198,26.703,29.351,31.706,34.806,38.527,42.153,45.598,48.926,52.75,56.768,60.155,62.021,62.88,63.534,63.467
train_0081,6,12,32.32,30.004,24.381,25.659,33.956,41.028,46.046,49.825,51.048,50.968,45.799,38.017,31.262,27.036,24.419,23.882,26.233,29.882,30.162,29.577,29.365
train_0081,7,12,36.497,30.591,24.859,32.793,35.795,41.131,36.658,39.162,35.118,28.591,24.869,18.137,13.523,7.208,4.572,12.213,20.769,23.552,23.165,20.634,18.964
train_0081,8,12,37.69,32.333,25.325,28.396,37.513,45.459,51.676,55.965,57.233,57.102,50.798,42.182,34.521,29.005,25.694,25.999,,34.706,34.773,33.704,32.59
train_0081,9,12,26.753,18.787,22.019,30.551,40.544,46.891,50.367,50.403,43.315,,38.495,41.772,40.674,37.145,35.543,37.976,42.555,46.009,43.987,38.629,36.452
train_0081,10,12,36.519,28.929,24.256,30.749,39.231,46.159,52.141,55.204,55.157,54.032,48.326,40.98,34.609,30.066,27.348,27.857,30.573,34.389,34.235,34.056,
train_0081,11,12,34.213,,24.632,23.398,32.102,40.361,46.078,50.552,52.37,52.438,47.418,39.42,32.444,27.82,25.069,24.809,27.231,30.864,31.037,29.857,
train_0081,12,12,29.519,,18.541,21.181,30.337,38.228,43.748,47.705,49.173,,44.381,36.896,29.919,25.044,22.223,21.513,23.517,27.194,28.151,27.373,27.258
train_0082,1,8,40.192,39.462,30.502,34.547,44.375,50.572,55.484,59.685,62.108,62.462,61.755,59.237,55.405,50.754,46.096,39.807,31.589,25.724,13.532,26.713,28.103
train_0082,2,8,40.019,39.982,31.527,34.261,43.076,48.55,53.627,58.599,62.346,63.414,63.133,60.587,56.93,52.276,48.099,43.143,35.549,29.842,10.881,25.229,29.176
train_0082,3,8,40.72,40.514,28.546,41.314,47.579,52.556,56.759,60.745,62.236,62.189,60.687,57.987,53.912,49.671,45.65,40.151,32.925,27.26,14.234,27.068,28.838
train_0082,4,8,39.065,40.281,30.961,36.792,43.848,48.899,,58.433,61.755,62.776,61.201,57.879,54.07,49.956,,38.42,30.071,21.733,18.054,28.236,28.551
train_0082,5,8,37.622,37.172,25.471,34.046,40.961,,50.405,54.017,56.771,58.34,,54.704,49.699,44.971,41.278,36.284,29.52,23.139,15.158,25.476,25.494
train_0082,6,8,40.435,40.977,31.414,35.148,43.159,48.793,53.766,58.333,61.534,62.652,62.505,59.471,55.043,50.056,45.387,39.735,31.988,27.037,9.937,,27.914
train_0082,7,8,,39.681,27.296,38.327,45.253,50.878,55.595,,,64.001,62.578,58.984,53.879,49.211,45.287,39.614,32.651,24.32,19.743,29.236,29.471
train_0082,8,8,41.245,40.512,,,42.702,48.787,54.312,59.425,63.348,64.472,,61.271,57.178,52.242,47.976,43.106,35.396,29.443,9.622,23.339,27.16
train_0083,1,8,40.52,33.123,31.366,40.106,50.181,57.859,63.545,67.602,69.39,69.968,64.807,56.099,47.171,40.507,36.084,33.574,34.408,37.715,42.546,44.374,44.325
train_0083,2,8,38.47,34.706,29.554,35.022,45.134,53.712,,64.583,65.846,65.995,62.493,,46.086,38.602,33.408,31.295,33.332,37.212,41.957,42.099,41.553
train_0083,3,8,,36.077,31.209,38.81,49.311,57.531,63.924,68.573,69.766,69.315,64.788,56.589,48.283,41.77,36.967,33.861,34.315,37.899,,45.316,45.049
train_0083,4,8,45.21,37.259,30.683,37.299,47.9,56.723,63.322,67.938,69.493,69.735,66.738,59.138,50.211,42.996,38.411,35.753,,37.865,42.279,44.501,44.43
train_0083,5,8,36.333,30.78,25.557,30.982,40.626,48.686,53.933,,58.772,59.8,57.555,50.595,42.108,35.159,30.41,27.396,28.086,32.024,36.792,,36.327
train_0083,6,8,34.63,29.584,25.109,,41.698,49.892,56.108,59.803,60.328,59.998,54.855,47.164,39.92,34.831,31.497,29.766,31.573,35.101,38.421,37.229,
train_0083,7,8,40.145,32.977,29.646,38.27,48.693,57.024,63.472,66.967,67.449,67.175,61.025,52.196,43.597,37.47,34.097,32.979,35.139,38.68,42.19,41.387,40.945
train_0083,8,8,41.865,34.299,32.76,41.971,52.24,60.367,66.377,69.615,69.864,69.574,64.125,55.665,47,40.369,36.115,,35.267,39.008,43.939,,42.405
train_0084,1,8,36.023,30.702,25.642,41.087,47.222,50.769,52.974,54.84,56.846,57.114,56.376,,49.645,43.186,33.27,28.663,31.264,35.87,36.701,36.138,35.429
train_0084,2,8,37.99,36.248,27.173,38.014,47.112,51.058,53.6,55.592,57.815,58.702,58.829,57.608,53.277,46.439,36.672,29.774,32.367,36.915,38.53,38.81,39.338
train_0084,3,8,37.415,34.667,26.509,38.824,44.84,,51.603,54.431,56.632,56.82,55.775,52.823,48.632,42.982,34.021,29.678,32.153,36.229,36.57,36.193,36.32
train_0084,4,8,37.169,35.302,25.111,35.861,45.546,49.771,52.322,54.414,57.229,59.028,59.217,57.083,52.538,45.619,34.973,28.326,31.314,36.56,38.196,38.174,37.66
train_0084,5,8,,32.13,22.503,36.01,43.538,47.854,51.323,54.255,56.748,56.778,55.462,51.828,46.753,39.881,29.903,28.567,32.812,37.324,36.694,35.111,34.639
train_0084,6,8,,29.933,23.891,39.913,46.334,50.515,53.53,55.988,58.158,58.38,57.528,54.282,49.225,41.364,30.322,27.515,30.747,35.262,35.606,35.288,35.027
train_0084,7,8,32.777,31.504,22.649,33.394,41.682,45.607,48.545,50.916,53.338,53.948,53.18,50.316,45.226,38.324,29.011,25.495,,33.729,34.356,33.355,32.343
train_0084,8,8,40.55,39.247,30.948,34.554,48.183,52.794,55.491,57.589,60.17,61.947,62.256,60.032,54.809,47.588,37.299,32.448,36.091,40.812,40.133,39.222,39.864
train_0085,1,8,39.697,30.695,28.143,44.586,51.173,55.345,58.104,60.66,63.376,63.813,62.328,58.868,54.451,48.717,38.923,29.79,31.564,35.931,39.01,39,38.812
train_0085,2,8,25.92,16.371,9.356,42.745,47.79,50.122,51.197,48.983,45.831,36.789,49.517,57.552,57.968,53.326,46.485,39.124,,,43.383,40.769,38.675
train_0085,3,8,39.553,29.189,34.38,46.893,51.483,55.051,58.05,60.604,62.407,61.879,60.441,57.843,53.431,47.114,38.17,29.119,30.765,,38.558,,37.324
train_0085,4,8,34.13,26.879,26.267,41.229,46.528,50.009,52.661,55.093,57.559,,57.756,54.866,49.696,43.274,34.128,25.655,27.322,31.075,33.528,32.827,32.07
train_0085,5,8,37.739,32.512,26.047,42.125,48.141,52.434,55.93,58.415,60.545,61.308,61.169,59.439,54.864,48.146,38.497,28.538,30.22,34.364,38.216,38.162,37.632
train_0085,6,8,36.785,,25.987,41.444,47.255,50.584,52.776,54.844,57.32,58.379,58.054,56.648,52.995,47.995,40.287,29.762,27.464,30.119,34.698,35.123,34.344
train_0085,7,8,34.528,30.444,22.792,38.312,45.486,49.171,51.473,52.986,,55.903,55.703,53.905,49.475,43.563,35.454,25.638,25.526,28.97,33.296,33.059,32.077
train_0085,8,8,30.254,20.73,11.768,41.071,47.546,50.539,51.886,51.071,49.905,43.615,52.182,58.12,58.64,54.424,46.553,37.52,38.747,39.322,41.692,39.491,38.109
train_0086,1,8,33.745,30.176,23.643,36.089,40.32,43.743,46.765,48.735,50.795,51.744,51.182,48.062,43.472,37.313,28.764,24.568,27.28,30.846,31.353,31.023,31.046
train_0086,2,8,35.166,27.966,28.563,,44.707,47.987,50.165,51.709,,52.615,51.59,48.85,44.623,39.204,31.38,25.702,27.615,30.893,32.339,31.993,31.082
train_0086,3,8,,25.162,30.949,42.328,46.104,48.51,51.156,53.085,53.431,52.909,52.992,50.543,45.846,40.293,32.452,27.264,29.201,32.19,32.225,31.905,32.704
train_0086,4,8,36.035,29.786,25.022,39.674,45.113,48.039,50.454,53.183,55.065,54.757,53.502,49.75,44.581,37.673,28.224,25.768,28.331,,32.097,32.137,32.679
train_0086,5,8,35.862,31.971,26.078,40.757,45.924,49.36,52.319,54.924,,56.205,55.228,52.817,48.309,41.322,31.748,27.745,30.37,34.668,35.657,35.88,36.097
train_0086,6,8,,29.087,27.574,41.673,46.326,49.244,51.304,53.137,55.224,55.561,54.333,51.2,46.785,40.923,31.996,25.116,27.13,31.02,33.08,33.017,32.239
train_0086,7,8,36.923,33.933,25.389,37.519,43.653,,48.94,51.021,53.204,54.057,53.859,51.991,47.594,41.397,32.758,26.033,28.193,31.912,33.448,33.012,32.188
train_0086,8,8,29.989,21.103,25.2,36.922,41.577,44.71,47.001,48.322,48.692,48.303,47.95,45.09,40.28,34.297,26.783,23.354,25.134,28.451,28.969,28.01,27.337
train_0087,1,16,,28.018,33.666,42.195,50.579,57.58,,63.849,65.141,64.298,62.301,60.47,56.241,51.702,47.682,41.073,34.549,24.32,14.122,23.997,23.707
train_0087,2,16,40.734,32.355,32.313,41.934,50.132,58.122,,,68.087,67.734,65.064,64.305,61.062,55.14,50.563,42.979,36.422,27.548,13.172,18.931,
train_0087,3,16,,28.98,28.507,38.147,46.257,52.957,57.406,60.386,61.816,61.114,59.527,58.532,55.023,50.676,45.222,37.407,30.029,,11.705,20.639,20.885
train_0087,4,16,43.749,35.916,30.514,39.415,48.126,57.69,64.596,67.871,69.763,70.429,67.634,65.72,62.233,57.318,53.259,45.854,39.337,30.715,15.374,17.338,24.303
train_0087,5,16,41.938,35.928,32.48,42.615,51.126,59.311,64.724,67.643,,68.919,65.792,64.67,61.53,56.22,,43.383,,,13.446,24.604,25.119
train_0087,6,16,41.949,36.179,27.2,36.726,45.731,54.364,59.853,62.104,63.962,65.387,63.925,63.025,59.079,53.112,48.472,40.941,34.404,23.967,10.487,21.421,21.641
train_0087,7,16,45.535,35.716,34.471,44.071,52.558,60.84,66.397,69.285,71.228,71.651,69.521,67.883,63.585,57.803,52.427,43.903,36.557,25.696,13.388,25.268,25.738
train_0087,8,16,43.076,32.916,37.605,24.318,41.329,54.287,60.515,60.049,58.207,54.473,46.313,38.079,30.724,24.886,27.897,27.928,,28.021,22.963,37.829,28.558
train_0087,9,16,36.719,26.464,29.823,38.599,46.933,54.739,59.835,62.299,63.355,63.154,61.477,60.137,55.793,50.286,45.953,38.139,31.092,21.775,9.177,19.183,21.373
train_0087,10,16,40.161,,30.54,41.231,50.561,58.849,64.028,66.875,68.615,68.279,65.98,64.339,59.766,54.051,48.713,41.323,34.5,22.454,13.433,23.979,24.375
train_0087,11,16,41.669,30.899,21.639,16.902,23.55,24.521,30.71,32.593,29.83,27.015,24.699,19.858,15.777,12.409,11.587,8.341,5.185,1.997,2.149,2.433,2.945
train_0087,12,16,39.571,31.558,27.122,36.986,45.536,53.485,58.976,61.674,62.967,62.914,60.122,58.865,56.031,51.484,47.726,40.367,34.025,25.378,11.43,17.867,20.95
train_0087,13,16,38.612,32.915,27.408,37.567,46.237,54.886,61.33,64.52,66.364,67.083,64.554,63.026,59.355,53.926,49.514,41.721,35.113,25.348,10.817,20.691,22.315
train_0087,14,16,43.865,36.489,,,50.843,59.437,65.404,68.397,70.394,71.004,68.417,66.497,62.525,57.016,51.908,,37.518,,12.071,22.74,22.956
train_0087,15,16,44.323,36.566,30.917,40.43,48.998,57.536,63.795,67.498,69.953,70.657,68.002,66.442,62.627,57.214,53.369,45.977,39.233,29.472,13.929,21.029,25.095
train_0087,16,16,34.913,25.302,27.877,36.377,44.067,50.645,54.987,57.94,60.079,60.401,,56.931,52.989,47.625,43.4,36.97,31.552,22.845,10.053,18.246,18.256
train_0088,1,8,32.831,26.079,22.601,29.78,38.312,44.568,49.605,,53.681,53.724,48.627,40.982,33.741,28.951,26.425,26.382,29.361,,,34.391,34.284
train_0088,2,8,37.277,30.685,24.526,29.947,39.624,47.807,53.805,57.519,58.324,57.398,50.971,43.467,,32.298,28.84,28.702,31.626,36.258,36.765,36.299,35.57
train_0088,3,8,34.659,33.394,26.985,25.969,34.11,42.733,49.501,54.118,55.761,56.329,52.357,44.151,35.626,29.93,,27.012,29.454,33.269,34.348,34.151,35.834
train_0088,4,8,33.04,27.383,21.651,26.326,35.846,44.493,,55.463,56.163,55.373,49.509,41.683,34.351,28.783,24.785,23.879,27.159,31.927,33.126,32.365,32.474
train_0088,5,8,32.763,28.122,22.827,26.67,35.051,42.821,49.483,53.889,54.939,54.582,48.682,40.68,33.596,28.875,26.339,26.514,29.133,32.844,32.952,,32.478
train_0088,6,8,37.549,34.506,27.368,26.863,35.72,44.834,52.02,57.065,58.783,58.749,53.643,44.945,37.089,31.949,28.796,27.687,30.155,34.446,35.92,35.027,35.047
train_0088,7,8,35.576,32.143,28.234,26.758,24.908,29.585,36.203,39.764,37.888,35.593,30.227,20.564,13.529,9.587,7.481,7.713,11.839,17.561,20.827,18.219,15.411
train_0088,8,8,33.693,27.229,21.862,27.465,36.615,43.751,48.954,52.253,53.416,,48.241,40.341,33.232,28.66,26.471,27.013,29.599,33.005,32.796,31.783,31.714
train_0089,1,12,46.829,37.779,29.982,35.398,46.671,56.496,64.135,69.486,71.001,70.382,,55.189,45.899,38.926,,33.315,35.615,39.647,43.282,42.188,42.73
train_0089,2,12,33.945,27.135,31.557,,44.437,53.763,59.739,60.83,52.013,45.065,57.106,58.958,54.362,48.02,44.503,43.691,45.768,47.368,46.682,43.095,42.884
train_0089,3,12,47.401,43.325,33.757,33.437,45.313,56.359,64.059,69.839,72.313,72.92,67.722,57.3,46.77,39.074,34.357,32.688,35.709,40.769,43.493,42.844,43.497
train_0089,4,12,39.254,37.524,29.6,27.198,36.769,47.323,55.138,60.395,62.137,61.824,58.307,49.816,40.949,34.278,29.577,,29.307,33.964,37.454,35.784,34.802
train_0089,5,12,40.935,39.002,31.252,30.324,41.183,51.94,59.447,64.52,65.903,,61.03,52.63,44.002,37.331,32.786,30.615,,37.279,40.624,40.363,40.779
train_0089,6,12,38.602,34.502,,28.038,38.775,48.572,55.531,60.261,61.696,61.845,58.121,49.789,40.407,33.093,,,29.422,34.413,38.327,37.694,37.409
train_0089,7,12,39.978,31.959,24.986,31.459,43.038,51.719,57.821,62.412,63.905,63.503,56.997,,39.579,33.464,29.136,26.918,28.982,33.532,36.657,35.728,36.188
train_0089,8,12,43.168,34.892,27.591,33.777,45.306,55.038,62.489,67.364,68.419,,62.312,52.886,43.682,36.831,32.4,31.26,34.825,40.04,42.236,40.214,
train_0089,9,12,42.038,41.93,33.497,28.317,36.943,48.414,57.193,63.464,66.8,67.287,64.84,56.335,46.719,38.689,32.718,29.229,30.819,35.408,39.619,38.67,39.069
train_0089,10,12,45.429,,32.253,31.591,41.798,51.833,59.54,,68.74,69.034,66.094,57.663,48.004,40.158,34.631,31.582,32.995,36.838,41.596,41.038,41.104
train_0089,11,12,41.863,40.716,31.564,27.565,37.062,48.045,56.214,,64.513,64.917,62.378,54.123,45.127,38.15,33.127,29.751,30.826,35.075,40.041,40.158,40.841
train_0089,12,12,32.689,,33.177,33.687,44.971,53.852,59.414,60.085,51.057,,56.816,59.322,54.673,48.286,45.744,46.191,48.003,48.252,46.715,43.48,43.95
train_0090,1,12,41.459,41.775,30.668,39.236,46.829,51.808,55.496,58.711,,64.012,65.459,63.702,60.452,56.244,52.03,47.374,41.229,34.282,29.244,16.226,29.047
train_0090,2,12,39.326,39.413,28.93,35.948,43.456,48.68,53.316,57.608,61.664,63.701,64.563,62.707,59.386,54.998,50.699,46.719,41.557,34.06,29.038,,25.078
train_0090,3,12,41.811,41.458,31.491,36.351,44.49,49.714,54.963,60.103,64.107,64.967,64.777,62.573,59.354,55.171,51.498,47.84,42.022,34.223,27.924,14.895,26.686
train_0090,4,12,46.14,46.023,32.305,43.653,50.653,56.586,61.156,,68.166,,69.397,67.087,64.081,60.402,56.983,52.652,,37.924,33.377,17.707,32.252
train_0090,5,12,39.497,38.555,32.156,46.394,49.577,54.06,57.776,60.714,59.283,46.198,58.826,68.156,69.84,66.732,64.178,62.25,57.433,49.4,44.453,,39.294
train_0090,6,12,40.644,40.86,29.389,40.193,45.402,,54.019,58.413,61.293,62.178,62.86,60.89,57.624,53.996,50.85,47.605,42.688,35.265,30.563,12.143,24.404
train_0090,7,12,41.961,40.422,21.593,29.036,40.268,47.685,52.894,56.529,59.034,,57.911,54.598,51.02,46.791,45.466,44.674,40.055,34.52,30.756,12.782,23.654
train_0090,8,12,43.872,43.164,29.898,40.75,,54.551,58.636,62.522,65.972,67.812,68.322,65.874,62.299,57.404,,48.618,41.487,34.107,21.62,23.499,32.2
train_0090,9,12,46.911,46.074,32.386,44.943,52.551,58.485,,67.195,70.212,71.114,70.791,67.992,64.49,59.954,55.876,,45.16,,27.183,23.147,32.797
train_0090,10,12,44.79,,,43.506,49.425,54.806,58.831,62.429,,66.622,67.137,65.048,61.822,57.394,53.226,48.971,42.514,35.64,27.743,21.171,32.641
train_0090,11,12,39.687,39.632,39.988,41.27,29.879,16.499,37.783,45.121,44.971,44.631,44.583,43.673,43.728,43.524,42.565,41.207,41.112,41.384,42.526,43.557,46.287
train_0090,12,12,43.816,43.911,,40.749,47.584,52.793,57.051,61.222,65.042,66.787,67.246,64.802,60.976,55.74,51.254,47.504,42.206,35.831,30.26,17.606,29.532
train_0091,1,16,33.037,22.83,30.259,36.515,40.598,44.155,47.606,50.713,51.705,51.914,51.014,,44.47,40.575,37.239,33.816,29.038,23.838,19.764,8.376,18.626
train_0091,2,16,31.406,20.863,27.923,,37.454,,43.933,47.622,49.509,49.843,48.607,45.92,42.446,38.414,35.332,32.433,27.95,22.975,19.99,7.301,17.959
train_0091,3,16,36.246,,28.662,36.445,40.768,44.317,47.268,50.57,52.456,52.636,52.257,50.518,48.321,45.07,41.699,38.848,35.119,29.11,24.742,9.486,17.928
train_0091,4,16,32.416,23.238,28.409,35.028,39.403,42.579,45.666,48.822,49.658,49.297,47.833,46.048,43.468,39.999,36.573,32.89,27.821,23.638,11.778,14.185,17.694
train_0091,5,16,31.773,25.606,25.931,33.397,36.789,40.278,43.293,45.868,47.781,48.699,48.357,46.032,43.285,40.613,38.311,35.39,30.948,25.388,22.477,9.461,19.366
train_0091,6,16,30.502,21.956,30.71,34.436,37.337,40.325,43.654,47.096,48.731,48.772,46.804,44.111,41.172,,,33.258,28.657,,17.519,12.589,20.058
train_0091,7,16,32.653,27.72,24.601,32.296,36.144,39.618,42.467,45.394,47.091,47.437,46.968,45.376,42.65,38.61,35.12,,27.375,22.264,17.635,9.712,18.355
train_0091,8,16,37.163,27.466,30.71,38.393,42.816,46.237,,52.584,54.127,54.341,53.003,50.243,47.259,44.212,41.454,37.921,32.297,26.199,20.078,11.641,21.917
train_0091,9,16,33.381,24.246,30.002,37.227,41.536,44.941,47.83,50.508,51.596,52.167,52.097,50.294,47.325,43.624,40.582,37.558,32.792,27.269,23.449,10.84,21.819
train_0091,10,16,34.536,25.701,,35.875,39.994,43.383,46.264,48.579,49.205,49.494,48.908,47.304,44.79,41.245,37.627,33.94,29.003,24.398,16.566,14.042,20.065
train_0091,11,16,23.327,22.866,25.612,29.124,31.218,32.885,33.81,35.235,36.652,38.054,40.275,42.693,44.095,44.634,45.652,47.563,48.287,48.559,49.997,47.874,
train_0091,12,16,35.339,27.333,29.154,,28.8,28.428,31.637,34.532,33.373,31.889,31.12,27.227,24.503,22.387,21.324,20.697,17.441,13.238,7.938,1,3.685
train_0091,13,16,33.767,24.5,32.503,37.613,41.335,44.562,47.516,49.841,50.452,50.641,,47.048,43.281,39.822,37.499,,29.682,25.367,17.656,15.633,22.536
train_0091,14,16,32.758,28.628,24.725,34.344,38.38,41.388,44.21,47.814,50.405,50.788,49.773,47.042,44.262,41.142,38.51,35.768,31.13,24.752,20.3,6.153,17.619
train_0091,15,16,32.385,22.979,29.268,34.73,38.668,42.256,45.6,48.784,50.335,50.7,49.553,46.952,,40.228,37.212,34.461,30.425,25.541,22.4,10.702,21.522
train_0091,16,16,33.847,28.175,28.348,36.105,40.451,44.15,47.013,,51.15,51.051,49.834,,44.921,,39.206,35.763,30.442,24.995,19.028,12.981,21.111
train_0092,1,8,38.633,36.063,37.095,37.808,47.09,55.444,60.685,62.888,60.999,51.777,56.1,63.863,,61.035,58.242,52.169,45.781,36.055,,26.651,28.929
train_0092,2,8,42.99,37.039,,,43.997,52.337,58.481,61.772,63.775,64.068,61.198,60.069,57.347,,48.15,40.649,34.157,24.417,10.858,21.269,21.888
train_0092,3,8,39.706,34.184,25.579,34.759,42.958,51.2,57.118,60.188,62.444,62.913,59.798,58.509,55.467,50.132,45.636,38.11,31.828,22.181,8.165,17.517,16.889
train_0092,4,8,37.309,28.143,30.94,39.848,48.026,55.075,59.32,61.681,63.037,62.544,60.083,58.405,54.752,50.112,45.963,38.87,33.137,24.476,12.317,22.133,23.598
train_0092,5,8,38.869,30.151,25.483,34.992,43.728,51.928,57.468,60.103,62.01,63.077,60.694,59.405,56.48,51.24,46.956,40.284,34.051,26.306,13.013,13.826,20.793
train_0092,6,8,37.387,33.068,24.989,34.217,43.138,52.334,58.613,61.35,63.001,63.474,61.091,59.962,57.03,51.622,47.412,40.718,34.065,25.524,10.676,12.017,18.286
train_0092,7,8,40.566,36.33,26.531,33.117,41.095,49.387,56.321,60.342,62.679,63.262,61.079,59.634,56.152,50.801,46.987,40.324,33.999,25.149,11.76,19.626,22.759
train_0092,8,8,40.43,32.237,30.329,40.498,49.404,57.472,63.035,65.971,67.487,67.398,64.142,62.541,59.566,54.549,50.399,43.396,37.282,28.631,13.961,17.136,22.27
train_0093,1,12,33.66,27.172,30.33,,48.001,54.828,59.969,62.229,62.185,60.776,54.123,46.053,38.784,33.447,30.067,28.241,29.586,32.883,37.212,37.629,37.925
train_0093,2,12,29.699,24.965,31.94,41.396,48.875,54.927,59.516,60.873,60.788,58.032,51.04,42.867,35.853,30.848,27.873,27.559,30.053,33.388,35.101,33.773,33.872
train_0093,3,12,26.283,22.598,29.219,38.772,46.694,53.383,58.581,60.115,59.695,55.831,48.093,39.565,32.613,27.701,24.579,24.771,27.842,32.014,33.07,32.514,33.053
train_0093,4,12,31.683,26.025,31.411,40.709,48.718,55.018,59.788,61.839,62.395,62.128,56.049,47.238,38.783,32.886,29.294,27.2,28.327,31.566,36.091,36.03,34.387
train_0093,5,12,26.443,21.956,28.405,38.228,46.638,52.816,56.787,57.927,57.871,54.992,47.86,40.243,33.87,28.753,25.334,25.009,,32.002,34.459,33.6,33.353
train_0093,6,12,,24.019,30.095,39.26,46.958,53.314,58.271,59.898,59.341,57,50.5,42.559,35.027,29.666,26.413,24.752,26.43,30.386,34.376,33.465,33.334
train_0093,7,12,23.884,19.393,21.176,30.695,39.818,46.026,49.887,51.96,52.628,51.158,44.2,36.886,31.192,26.497,22.706,21.021,23.321,26.983,29.724,28.115,27.881
train_0093,8,12,29.093,22.837,27.906,33.768,41.472,49.181,53.333,53.062,51.331,47.668,40.514,33.342,26.806,21.904,20.821,22.152,,30.283,34.398,31.038,28.971
train_0093,9,12,26.215,21.096,26.312,34.587,41.777,47.504,,53.244,53.458,52.64,47.213,40.055,32.927,27.699,24.54,22.575,23.639,26.728,31.071,31.658,31.607
train_0093,10,12,28.346,,26.229,31.856,38.971,47.209,52.296,52.543,51.02,48.155,41.389,33.845,26.6,21.469,20.298,21.642,,30.672,,31.985,29.263
train_0093,11,12,25.758,17.997,22.639,40.414,48.77,54.154,57.963,57.948,52.986,39.988,38.453,39.912,38.9,36.231,33.991,33.348,36.083,39.017,38.196,36.419,35.78
train_0093,12,12,29.564,26.184,29.293,38.094,46.286,52.984,58.139,60.535,61.02,60.567,54.001,45.023,37.065,,29.543,28.369,29.749,32.9,36.598,36.111,36.304
train_0094,1,8,40.971,36.667,26.196,31.535,40.07,48.312,54.652,58.061,60.418,61.659,59.727,58.456,54.978,49.548,45.533,38.978,33.35,23.653,12.56,22.421,22.81
train_0094,2,8,35.68,31.644,22.446,,37.662,45.94,51.892,54.959,57.374,58.298,55.976,54.841,51.317,,42.28,36.301,29.485,16.907,10.35,19.079,19.598
train_0094,3,8,26.339,36.838,50.672,62.785,61.719,50.123,38.972,32.518,30.62,29.26,28.123,26.821,26.889,29.351,35.709,44.565,49.662,44.492,32.285,23.473,16.989
train_0094,4,8,45.125,42.32,32.091,33.187,42.982,52.363,60.237,64.374,66.566,68,66.868,65.928,62.775,56.832,51.486,,36.405,26.752,12.995,,24.997
train_0094,5,8,39.622,34.8,24.752,32.615,41.264,49.751,55.814,58.648,60.497,61.376,59.182,58,54.799,50.333,46.816,39.309,32.057,21.284,10.365,20.98,21.382
